invigilator;наглядач;наглядачі (masculine);education;invigilator;наглядач;noun
candidate;кандидат;кандидати (masculine);education;candidate;кандидат;noun
examiner;екзаменатор;екзаменатори (masculine);education;examiner;екзаменатор;noun
timetable;розклад;розклади (masculine);education;timetable;розклад;noun
question;питання;питання (neuter);education;question;питання;noun
answer;відповідь;відповіді (feminine);education;answer;відповідь;noun
essay;твір;твори (masculine);education;essay;твір;noun
multiple-choice;багатоваріантний;;education;multiple-choice;багатоваріантний;adj
oral;усний;;education;oral;усний;adj
written;письмовий;;education;written;письмовий;adj
resit;перездача;перездачі (feminine);education;resit;перездача;noun
retake;перездавати;;education;retake;перездавати;verb
coursework;курсова;курсові (feminine);education;coursework;курсова;noun
assessment;оцінювання;(neuter);education;assessment;оцінювання;noun
feedback;відгук;відгуки (masculine);education;feedback;відгук;noun
report;звіт;звіти (masculine);education;report;звіт;noun
cheat sheet;шпаргалка;шпаргалки (feminine);education;cheat sheet;шпаргалка;noun
cram;зубрити;;education;cram;зубрити;verb
entrance exam;вступний іспит;вступні іспити (masculine);education;entrance exam;вступний іспит;noun
final exam;випускний іспит;випускні іспити (masculine);education;final exam;випускний іспит;noun
midterm;семестровий іспит;семестрові іспити (masculine);education;midterm;семестровий іспит;noun
mock exam;пробний іспит;пробні іспити (masculine);education;mock exam;пробний іспит;noun
grade point average;середній бал;середні бали (masculine);education;grade point average;середній бал;noun
distinction;відзнака;відзнаки (feminine);education;distinction;відзнака;noun
credit;залік;заліки (masculine);education;credit;залік;noun
fail mark;незадовільна оцінка;незадовільні оцінки (feminine);education;fail mark;незадовільна оцінка;noun
pass mark;прохідний бал;прохідні бали (masculine);education;pass mark;прохідний бал;noun
oral exam;усний іспит;усні іспити (masculine);education;oral exam;усний іспит;noun
written exam;письмовий іспит;письмові іспити (masculine);education;written exam;письмовий іспит;noun
invigilation;нагляд;нагляди (masculine);education;invigilation;нагляд;noun
revision;повторення;(neuter);education;revision;повторення;noun
preparation;підготовка;підготовки (feminine);education;preparation;підготовка;noun
drop out;кинути навчання;;education;drop out;кинути навчання;verb
examination hall;екзаменаційна зала;екзаменаційні зали (feminine);education;examination hall;екзаменаційна зала;noun
language;мова;мови (feminine);education;language;мова;noun
grammar;граматика;(feminine);education;grammar;граматика;noun
vocabulary;словниковий запас;(masculine);education;vocabulary;словниковий запас;noun
pronunciation;вимова;(feminine);education;pronunciation;вимова;noun
accent;акцент;акценти (masculine);education;accent;акцент;noun
practice;практика;(feminine);education;practice;практика;noun
exercise;вправа;вправи (feminine);education;exercise;вправа;noun
lesson;урок;уроки (masculine);education;lesson;урок;noun
course;курс;курси (masculine);education;course;курс;noun
textbook;підручник;підручники (masculine);education;textbook;підручник;noun
dictionary;словник;словники (masculine);education;dictionary;словник;noun
homework;домашнє завдання;(neuter);education;homework;домашнє завдання;noun
test;тест;тести (masculine);education;test;тест;noun
exam;іспит;іспити (masculine);education;exam;іспит;noun
level;рівень;рівні (masculine);education;level;рівень;noun
beginner;початківець;початківці (masculine);education;beginner;початківець;noun
intermediate;середній;;education;intermediate;середній;adj
advanced;просунутий;;education;advanced;просунутий;adj
teacher;вчитель;вчителі (masculine);education;teacher;вчитель;noun
student;студент;студенти (masculine);education;student;студент;noun
class;заняття;заняття (neuter);education;class;заняття;noun
classroom;клас;класи (masculine);education;classroom;клас;noun
listening;аудіювання;(neuter);education;listening;аудіювання;noun
speaking;говоріння;(neuter);education;speaking;говоріння;noun
reading;читання;(neuter);education;reading;читання;noun
writing;письмо;(neuter);education;writing;письмо;noun
phrase;фраза;фрази (feminine);education;phrase;фраза;noun
sentence;речення;речення (neuter);education;sentence;речення;noun
word;слово;слова (neuter);education;word;слово;noun
translation;переклад;переклади (masculine);education;translation;переклад;noun
meaning;значення;значення (neuter);education;meaning;значення;noun
mistake;помилка;помилки (feminine);education;mistake;помилка;noun
error;помилка;помилки (feminine);education;error;помилка;noun
improve;покращувати;;education;improve;покращувати;verb
learn;вчити;;education;learn;вчити;verb
study;навчатися;;education;study;навчатися;verb
understand;розуміти;;education;understand;розуміти;verb
communicate;спілкуватися;;education;communicate;спілкуватися;verb
conversation;розмова;розмови (feminine);education;conversation;розмова;noun
dialogue;діалог;діалоги (masculine);education;dialogue;діалог;noun
fluency;вільне володіння;(neuter);education;fluency;вільне володіння;noun
alphabet;алфавіт;алфавіти (masculine);education;alphabet;алфавіт;noun
vowel;голосна;голосні (feminine);education;vowel;голосна;noun
consonant;приголосна;приголосні (feminine);education;consonant;приголосна;noun
spelling;правопис;(masculine);education;spelling;правопис;noun
punctuation;пунктуація;(feminine);education;punctuation;пунктуація;noun
skill;навичка;навички (feminine);education;skill;навичка;noun
progress;прогрес;(masculine);education;progress;прогрес;noun
motivation;мотивація;(feminine);education;motivation;мотивація;noun
goal;мета;мети (feminine);education;goal;мета;noun
