die Quittung;квитанція;квитанції (weiblich);shopping;Quittung;квитанція;noun
der Beleg;чек;чеки (männlich);shopping;Beleg;чек;noun
das Wechselgeld;решта;;shopping;Wechselgeld;решта;noun
der Geldbeutel;гаманець;гаманці (männlich);shopping;Geldbeutel;гаманець;noun
die Geldbörse;гаманець;гаманці (männlich);shopping;Geldbörse;гаманець;noun
der Geldautomat;банкомат;банкомати (männlich);shopping;Geldautomat;банкомат;noun
der Kontoauszug;банківська виписка;банківські виписки (weiblich);shopping;Kontoauszug;банківська виписка;noun
der Kontostand;залишок на рахунку;залишки на рахунку (männlich);shopping;Kontostand;залишок на рахунку;noun
die Überweisung;переказ;перекази (männlich);shopping;Überweisung;переказ;noun
der Zahlschein;платіжне доручення;платіжні доручення (sächlich);shopping;Zahlschein;платіжне доручення;noun
die Einzahlung;внесок;внески (männlich);shopping;Einzahlung;внесок;noun
die Auszahlung;виплата;виплати (weiblich);shopping;Auszahlung;виплата;noun
das Bargeld;готівка;;shopping;Bargeld;готівка;noun
die Münze;монета;монети (weiblich);shopping;Münze;монета;noun
der Geldschein;банкнота;банкноти (weiblich);shopping;Geldschein;банкнота;noun
der Rabatt;знижка;знижки (weiblich);shopping;Rabatt;знижка;noun
die Ermäßigung;пільга;пільги (weiblich);shopping;Ermäßigung;пільга;noun
der Gutschein;ваучер;ваучери (männlich);shopping;Gutschein;ваучер;noun
der Kauf;покупка;покупки (weiblich);shopping;Kauf;покупка;noun
der Einkauf;закупівля;закупівлі (weiblich);shopping;Einkauf;закупівля;noun
der Scheck;чек;чеки (männlich);shopping;Scheck;чек;noun
die Karte;картка;картки (weiblich);shopping;Karte;картка;noun
die PIN;ПІН-код;ПІН-коди (männlich);shopping;PIN;ПІН-код;noun
die kontaktlose Zahlung;безконтактний платіж;безконтактні платежі (männlich);shopping;kontaktlose Zahlung;безконтактний платіж;noun
das mobile Bezahlen;мобільний платіж;мобільні платежі (männlich);shopping;mobiles Bezahlen;мобільний платіж;noun
die Online-Überweisung;онлайн-переказ;онлайн-перекази (männlich);shopping;Online-Überweisung;онлайн-переказ;noun
der Online-Kauf;онлайн-покупка;онлайн-покупки (weiblich);shopping;Online-Kauf;онлайн-покупка;noun
das PayPal-Konto;рахунок PayPal;рахунки PayPal (männlich);shopping;PayPal-Konto;рахунок PayPal;noun
die Kryptowährung;криптовалюта;криптовалюти (weiblich);shopping;Kryptowährung;криптовалюта;noun
die Zahlungsmethode;спосіб оплати;способи оплати (männlich);shopping;Zahlungsmethode;спосіб оплати;noun
die Zahlungsart;вид оплати;види оплати (männlich);shopping;Zahlungsart;вид оплати;noun
der Betrag;сума;суми (weiblich);shopping;Betrag;сума;noun
die Währung;валюта;валюти (weiblich);shopping;Währung;валюта;noun
der Wechselkurs;обмінний курс;обмінні курси (männlich);shopping;Wechselkurs;обмінний курс;noun
die Gebühr;комісія;комісії (weiblich);shopping;Gebühr;комісія;noun
die Transaktion;транзакція;транзакції (weiblich);shopping;Transaktion;транзакція;noun
die TAN;TAN-код;TAN-коди (männlich);shopping;TAN;TAN-код;noun
die Sicherheitszahl;захисний код;захисні коди (männlich);shopping;Sicherheitszahl;захисний код;noun
die Abbuchung;списання;списання (sächlich);shopping;Abbuchung;списання;noun
das Portemonnaie;портмоне;портмоне (sächlich);shopping;Portemonnaie;портмоне;noun
die Reklamation;рекламація;Reklamationen (weiblich);shopping;die Reklamation;рекламація;noun
der Umtausch;обмін;Umtausche (männlich);shopping;der Umtausch;обмін;noun
die Rückgabe;повернення;Rückgaben (weiblich);shopping;die Rückgabe;повернення;noun
der Mangel;дефект;Mängel (männlich);shopping;der Mangel;дефект;noun
der Kassenbon;касовий чек;Kassenbons (männlich);shopping;der Kassenbon;касовий чек;noun
die Garantie;гарантія;Garantien (weiblich);shopping;die Garantie;гарантія;noun
der Gutschein;подарунковий сертифікат;Gutscheine (männlich);shopping;der Gutschein;подарунковий сертифікат;noun
die Beschwerde;скарга;Beschwerden (weiblich);shopping;die Beschwerde;скарга;noun
der Austausch;заміна;Austausche (männlich);shopping;der Austausch;заміна;noun
die Reparatur;ремонт;Reparaturen (weiblich);shopping;die Reparatur;ремонт;noun
die Erstattung;відшкодування;Erstattungen (weiblich);shopping;die Erstattung;відшкодування;noun
der Fehler;помилка;Fehler (männlich);shopping;der Fehler;помилка;noun
die Quittung;квитанція;Quittungen (weiblich);shopping;die Quittung;квитанція;noun
der Schaden;пошкодження;Schäden (männlich);shopping;der Schaden;пошкодження;noun
die Rechnung;рахунок;Rechnungen (weiblich);shopping;die Rechnung;рахунок;noun
der Kassenbeleg;чек;Kassenbelege (männlich);shopping;der Kassenbeleg;чек;noun
der Kundendienst;служба підтримки клієнтів;Kundendienste (männlich);shopping;der Kundendienst;служба підтримки клієнтів;noun
die Rückerstattung;повернення коштів;Rückerstattungen (weiblich);shopping;die Rückerstattung;повернення коштів;noun
der Verkäufer;продавець;Verkäufer (männlich);shopping;der Verkäufer;продавець;noun
die Verkäuferin;продавчиня;Verkäuferinnen (weiblich);shopping;die Verkäuferin;продавчиня;noun
der Kunde;клієнт;Kunden (männlich);shopping;der Kunde;клієнт;noun
die Kundin;клієнтка;Kundinnen (weiblich);shopping;die Kundin;клієнтка;noun
das Produkt;продукт;Produkte (sächlich);shopping;das Produkt;продукт;noun
der Artikel;товар;Artikel (männlich);shopping;der Artikel;товар;noun
die Ware;товар;Waren (weiblich);shopping;die Ware;товар;noun
der Karton;коробка;Kartons (männlich);shopping;der Karton;коробка;noun
die Verpackung;упаковка;Verpackungen (weiblich);shopping;die Verpackung;упаковка;noun
das Etikett;етикетка;Etiketten (sächlich);shopping;das Etikett;етикетка;noun
der Preis;ціна;Preise (männlich);shopping;der Preis;ціна;noun
die Ermäßigung;знижка;Ermäßigungen (weiblich);shopping;die Ermäßigung;знижка;noun
der Rabatt;знижка;Rabatte (männlich);shopping;der Rabatt;знижка;noun
der Abverkauf;розпродаж;Abverkäufe (männlich);shopping;der Abverkauf;розпродаж;noun
die Retoure;повернення товару;Retouren (weiblich);shopping;die Retoure;повернення товару;noun
das Umtauschrecht;право на обмін;Umtauschrechte (sächlich);shopping;das Umtauschrecht;право на обмін;noun
die Gewährleistung;гарантійне зобов'язання;Gewährleistungen (weiblich);shopping;die Gewährleistung;гарантійне зобов'язання;noun
der Produktfehler;дефект продукту;Produktfehler (männlich);shopping;der Produktfehler;дефект продукту;noun
die Transportschaden;транспортне пошкодження;Transportschäden (weiblich);shopping;der Transportschaden;транспортне пошкодження;noun
die Frist;термін;Fristen (weiblich);shopping;die Frist;термін;noun
die Kulanz;люб'язність; (weiblich);shopping;die Kulanz;люб'язність;noun
der Widerruf;відкликання;Widerrufe (männlich);shopping;der Widerruf;відкликання;noun
das Rückgaberecht;право на повернення;Rückgaberechte (sächlich);shopping;das Rückgaberecht;право на повернення;noun
die Beanstandung;претензія;Beanstandungen (weiblich);shopping;die Beanstandung;претензія;noun
der Beleg;підтвердження;Belege (männlich);shopping;der Beleg;підтвердження;noun
der Gutscheincode;промокод;Gutscheincodes (männlich);shopping;der Gutscheincode;промокод;noun
die Stornierung;скасування;Stornierungen (weiblich);shopping;die Stornierung;скасування;noun
der Ersatz;заміна; (männlich);shopping;der Ersatz;заміна;noun
die Entschädigung;компенсація;Entschädigungen (weiblich);shopping;die Entschädigung;компенсація;noun
die Reklamationsabteilung;відділ рекламацій;Reklamationsabteilungen (weiblich);shopping;die Reklamationsabteilung;відділ рекламацій;noun
der Musterbrief;шаблон листа;Musterbriefe (männlich);shopping;der Musterbrief;шаблон листа;noun
die Kundenbeschwerde;скарга клієнта;Kundenbeschwerden (weiblich);shopping;die Kundenbeschwerde;скарга клієнта;noun
